product_id,sku
155,14406
4551,14502
156,14601
15000,14601
218,14602
157,14603
15047,14603
268,14604
15013,14604
267,14607
353,14630
6648,14659
6815,14700
214,14803
15007,14803
226,14901
15010,14901
215,14902
9334,14902
165,15001
15001,15001
166,15201
15002,15201
227,15301
15011,15301
167,15401
9331,15401
168,15402
169,15403
239,15404
178,15601
10366,15601
179,15602
10367,15602
170,15603
9319,15603
171,15604
9332,15604
172,15605
9436,15605
173,15606
174,15607
175,15608
2121,15609
2302,15610
224,15614
15009,15614
3434,15615
180,15616
9437,15616
3435,15617
3438,15618
3437,15619
3433,15620
3436,15621
7366,15622
7367,15623
8402,15633
17167,15777
181,15801
15003,15801
15616,1596
238,16001
182,16002
9333,16002
4979,16003
4978,16004
15607,1614
183,16202
15004,16202
243,16203
184,16401
15005,16401
185,16402
15006,16402
584,16403
11205,16444
6651,16753
3507,17001
3508,17002
3517,17003
3516,17004
3515,17005
3509,17006
3512,17007
3511,17008
3631,17009
3632,17010
3699,17011
3834,17012
3835,17013
15020,17013
6488,17014
9119,17100
9120,17101
9121,17102
9122,17103
9123,17104
9124,17105
11204,17111
12019,17211
12020,17212
12022,17213
12025,17214
12021,17215
12023,17216
12024,17217
15320,17218
6653,18259
6654,18309
6650,18715
15729,18716
15739,18717
15740,18718
15741,18719
15742,18720
15743,18721
15744,18722
15745,18723
17800,18724
17801,18725
2421,19000
274,200
4898,20024
4899,20025
4900,20026
4928,20027
4952,20030
17794,20051
17793,20055
15238,20056
212,201
16055,20201
16305,20201
13,20202
14971,20202
256,20203
18520,20203
8066,20204
18517,20204
8412,20205
18521,20205
8906,20206
8907,20207
7613,20208
8908,20209
11140,20210
11245,20215
11793,20216
17984,20217
17985,20218
14,20401
18492,20401
16,20403
18523,20403
17,20404
18,20405
9418,20405
233,20406
350,20409
18518,20409
760,20410
12765,20411
260,20430
18522,20430
275,20431
1190,20432
17009,20432
14708,20555
14707,20556
14710,20557
17954,20600
19,20601
235,20602
16497,20602
9197,20603
15966,20604
15967,20605
15968,20606
6487,20723
8462,20763
20,20801
14972,20801
343,20802
23,20803
7292,20804
9415,20804
6485,20976
6524,20977
18160,20977
21,21001
9320,21001
22,21002
9321,21002
24,21004
25,21005
9322,21005
27,21007
28,21008
29,21009
9419,21009
26,21010
71,21020
236,21021
264,21022
16498,21022
276,21029
11784,21029
250,21030
9442,21030
251,21031
349,21039
15015,21039
339,21050
18289,21050
12934,21052
14709,210557
335,21099
30,21201
14973,21201
232,21401
31,21402
9420,21402
11234,21500
11785,21500
11318,21501
18592,21600
32,21601
18139,21601
33,21602
18144,21602
34,21603
18141,21603
35,21604
18140,21604
36,21605
18142,21605
37,21606
18145,21606
612,21607
18143,21607
3960,21608
7924,21609
12185,21613
18146,21613
16995,21707
16996,21708
6658,21718
11794,21719
11795,21720
8464,21780
39,21801
38,21802
9316,21802
375,21830
12067,21900
12068,21901
12086,21902
12085,21903
12084,21904
12083,21905
12082,21906
12081,21907
12080,21908
12079,21909
12078,21910
12077,21911
12076,21912
12075,21913
12074,21914
12073,21915
12072,21916
12071,21917
12070,21918
12069,21919
12355,21920
12358,21921
12356,21922
12357,21923
12359,21924
13804,21925
13803,21926
7609,21978
40,22001
15619,2218
41,22201
7351,22222222
18100,22222222
6813,22265
249,22301
15012,22301
14635,22302
42,22401
9421,22401
43,22601
234,22602
361,22603
12386,22603
8458,22682
6656,22742
44,22801
9323,22801
45,22802
16551,22802
46,22803
9422,22803
47,22804
48,22805
9423,22805
49,22806
14974,22806
228,22807
4163,22808
1053,22809
7614,22916
50,23001
14975,23001
2211,23002
7611,23062
51,23201
9424,23201
6769,23278
7605,23317
52,23401
229,23402
16496,23402
53,23403
9324,23403
237,23404
16306,23405
17852,23406
17935,23406
351,23410
16495,23410
4040,23411
4039,23412
4041,23414
4860,23415
54,23601
58,23602
14976,23602
972,23603
15017,23603
17795,23604
17796,23604
7607,23722
6901,23758
55,23801
6486,23969
56,24001
57,24002
9325,24002
6810,24003
8822,24123
18728,24123
59,24201
18159,24201
60,24202
9326,24202
61,24203
14977,24203
971,24204
18490,24204
8820,24354
62,24401
9327,24401
63,24402
64,24403
9425,24403
65,24404
9318,24404
1770,24405
230,24601
15627,2461
332,24699
9450,24699
67,24801
14978,24801
68,24802
14979,24802
7610,24849
6768,24850
69,25001
14980,25001
70,25002
9426,25002
336,25003
15014,25003
6821,25311
6659,25725
8461,25935
450,26001
18491,26001
602,26002
7615,26496
6660,26694
8823,26933
18729,26933
3514,27001
16124,27001
3513,27002
16123,27002
3510,27003
3633,27004
3896,27005
3895,27006
3914,27007
7606,27093
6657,27465
8819,27812
8459,28240
8463,28571
8457,28655
8460,28866
8824,29412
18730,29412
6661,29547
7608,29678
7612,29702
8821,29778
186,30001
187,30002
189,30003
191,30004
253,30005
192,30006
193,30007
194,30008
9438,30008
95,30010
9428,30010
195,30011
196,30012
14215,30012
197,30013
827,30014
828,30015
829,30016
8905,30017
376,30020
112,30021
110,30022
111,30023
109,30025
4777,30026
271,30027
16107,30027
272,30028
8904,30029
724,30030
757,30031
758,30032
776,30033
777,30034
5280,30035
5338,30036
11897,30036
2143,30037
2142,30038
2601,30039
5362,30040
104,30041
105,30042
106,30043
107,30044
259,30045
519,30046
725,30047
759,30048
83,30049
216,30050
8903,30051
520,30052
338,30053
726,30054
727,30055
728,30056
729,30057
730,30058
6317,30059
16108,30059
6318,30060
3179,30061
252,30062
3698,30063
10599,30063
3459,30064
3498,30065
3661,30066
3663,30067
3664,30068
3665,30069
3666,30070
3662,30071
3679,30072
3680,30073
3681,30074
3682,30075
3719,30076
17982,30076
3720,30077
3722,30078
3713,30079
3789,30080
3792,30081
3791,30082
3793,30083
3794,30084
3790,30085
3788,30086
3795,30087
16100,30087
3796,30088
6020,30089
6151,30090
14236,30091
14237,30092
14238,30093
14239,30094
14240,30095
14241,30096
15118,30097
14242,30098
14243,30099
14244,30100
14245,30101
16050,30102
16051,30103
16052,30104
16053,30105
16054,30106
16141,30107
16284,30108
17534,30109
10960,30111
10961,30112
16139,30113
16283,30113
16225,30114
16226,30115
16227,30116
16282,30116
16228,30117
16229,30118
16362,30119
16364,30120
16365,30121
16367,30122
15268,30123
16369,30124
16371,30125
16373,30126
16375,30127
16374,30128
16372,30129
16370,30130
16368,30131
16366,30132
16363,30133
16376,30134
16647,30135
11796,30136
11850,30137
13163,30138
16109,30138
11353,30139
11851,30139
13164,30140
15899,30141
16080,30141
15900,30142
15901,30143
16122,30143
15902,30144
16683,30145
17403,30146
17404,30147
17405,30148
16825,30149
16826,30150
16827,30151
16828,30152
16829,30153
16830,30154
16831,30155
16832,30156
16833,30157
17406,30158
12260,30159
12261,30160
12262,30161
12935,30166
12026,30168
18576,30169
17853,30170
18138,30170
11790,30171
11791,30172
11792,30173
16081,30173
13788,30174
13789,30175
13790,30176
13791,30177
13792,30178
13793,30179
13801,30180
13798,30181
13795,30182
16997,30183
17749,30184
17750,30185
17751,30186
17752,30187
14365,30189
2327,30190
2328,30191
2329,30192
2330,30193
2331,30194
646,30195
80,30196
451,30197
383,30198
82,30199
261,30200
340,30201
14367,30202
16106,30202
16459,30203
16460,30204
16461,30205
16462,30206
16492,30207
16493,30208
16494,30209
11356,30296
16110,30296
11355,30297
16111,30297
11354,30298
18084,30299
18445,30299
11903,30396
18641,30487
18458,30571
18446,30601
15630,3070
7298,30750
6671,30771
16078,30771
12204,30880
12205,30881
7253,30906
16105,30906
7296,30999
362,310
9188,31001
364,31002
365,31003
366,31004
367,31005
368,31006
369,31007
370,31008
371,31009
640,31010
642,31011
644,31013
779,31014
2056,31015
2055,31016
2058,31017
2059,31018
2051,31019
2053,31020
2057,31021
2052,31022
2054,31023
3501,31024
3786,31025
5406,31026
17232,31027
9053,31030
7307,31071
363,311
11047,31111
7248,31214
16086,31214
18453,31263
7255,31352
7309,31383
7297,31491
7310,31636
7300,31780
11237,31880
11238,31881
11239,31882
11240,31883
11241,31884
16079,31884
11242,31885
11243,31886
11244,31887
8430,32000
475,32001
10392,32001
637,32002
638,32003
645,32004
1203,32005
16076,32005
2636,32006
3780,32007
8875,32008
8874,32009
4486,32010
16077,32010
8017,32011
8020,32012
8021,32013
8022,32014
8023,32015
8024,32016
8025,32017
8026,32018
8030,32019
14366,32026
16118,32026
7243,32059
16083,32059
1698,32123
1699,32124
1700,32125
18578,32146
108,324
18577,32511
18657,32511
7254,32546
16104,32546
18457,32567
6673,32572
18489,32572
270,326
7262,32613
10852,32613
7261,32624
273,329
9054,32969
97,33000
203,33001
1204,33003
15188,33004
15189,33005
15190,33006
15270,33007
15858,33008
7295,33027
13807,33028
16095,33028
2869,33129
2870,33130
2897,33131
2899,33132
2900,33133
2871,33134
2872,33135
2873,33136
2875,33137
2876,33138
2878,33139
4255,33140
2879,33143
2880,33144
2882,33145
2883,33146
2902,33147
2903,33148
2905,33149
2906,33150
2885,33151
2886,33153
10576,33153
2888,33154
2889,33155
2908,33156
3692,33157
3694,33158
3695,33159
3696,33160
3697,33161
3840,33162
3841,33163
5220,33164
6289,33165
7984,33166
8311,33167
6841,33168
6950,33169
7052,33170
7094,33171
7095,33172
7096,33173
15046,33174
15123,33175
15125,33176
202,332
12004,33267
12005,33268
12006,33269
12007,33270
12008,33271
12009,33272
12010,33273
12011,33274
12012,33275
12013,33276
12014,33277
12183,33278
12184,33279
12913,33280
12914,33281
12915,33282
13663,33283
13664,33284
14806,33285
14808,33286
15119,33287
6677,33292
7251,33682
16094,33682
7242,33868
81,340
13806,34000
16092,34000
635,34001
16091,34001
636,34002
657,34003
672,34004
708,34005
709,34006
710,34007
711,34008
712,34009
713,34010
762,34011
763,34012
16101,34012
764,34013
765,34014
1014,34015
1057,34016
1058,34017
1258,34018
1257,34019
1396,34020
16097,34020
1397,34021
1398,34022
1399,34023
1726,34024
1727,34025
1730,34026
1728,34027
1731,34028
1729,34029
1732,34030
1902,34031
16098,34031
2014,34032
2015,34033
2048,34034
2049,34035
2050,34036
2065,34037
2067,34038
2066,34039
2113,34040
2114,34041
2115,34042
2116,34043
2624,34050
2641,34052
3693,34053
2679,34054
2850,34055
2849,34056
647,34057
380,34058
9453,34058
474,34059
381,34060
2695,34061
265,34062
9337,34062
103,34063
9329,34063
257,34064
9336,34064
248,34065
247,34066
11896,34066
374,34067
9352,34067
101,34068
9429,34068
102,34069
377,34070
10374,34070
378,34071
10375,34071
246,34072
11895,34072
78,34073
9328,34073
79,34074
17258,34074
245,34075
9335,34075
1733,34076
2141,34077
2859,34078
2874,34079
2877,34080
2881,34081
2884,34082
2887,34083
2890,34084
2891,34085
2892,34086
2893,34087
2894,34088
2895,34089
2896,34090
2898,34091
2901,34092
14570,34093
2904,34094
2907,34095
2909,34096
2910,34099
2911,34100
379,34101
10376,34101
2912,34102
2913,34103
8901,34104
10971,34105
11900,34105
2914,34106
16103,34106
2915,34107
2916,34108
2917,34109
2918,34110
10970,34111
11898,34111
3655,34112
4227,34113
5714,34114
10980,34118
11048,34120
10975,34122
16102,34122
10977,34132
10978,34142
11902,34142
10979,34152
11786,34177
11841,34177
14571,34192
14572,34193
14706,34194
16120,34194
14867,34219
15611,3422
10974,34222
11901,34222
7260,34265
14140,34274
11787,34277
11842,34277
18454,34278
7264,34300
10365,34301
16082,34301
10976,34322
11899,34322
18644,34434
7247,34589
10850,34589
9033,34600
9034,34601
14542,346011
14546,346012
16121,346012
14549,346013
16119,346013
14553,346014
14557,346015
14559,346016
14561,346017
9035,34602
9036,34603
9037,34604
18667,34604
9038,34605
18668,34605
9039,34606
9040,34607
10962,34609
7304,34663
11101,34701
11102,34702
12769,34703
16113,34703
12770,34704
16114,34704
12771,34705
16115,34705
12772,34706
12784,34707
12785,34708
16112,34708
12793,34709
16116,34709
12794,34710
16117,34710
12795,34711
18639,34838
18638,34863
6676,34868
7259,35023
10851,35023
2642,35051
7246,35357
7257,35372
16089,35372
7267,35450
6672,35455
18642,35514
7245,35687
16085,35687
6675,35743
7256,35775
7258,35829
7308,35898
6678,36056
7250,36219
16088,36219
15632,3625
18579,36383
18459,36500
7305,36651
7265,36832
10854,36832
6517,37230
16093,37230
18646,37252
7268,37259
16090,37259
7280,37260
8201,37261
10164,37261
7266,37522
18460,37898
18645,37952
18456,37960
18455,37995
7244,38158
16084,38158
18643,38228
7252,38403
15926,38403
6674,38855
7299,38879
7303,38961
18462,39016
7306,39201
12334,39301
12335,39302
12336,39303
12337,39304
6670,39312
16096,39312
18637,39350
18640,39594
6513,39734
6842,39735
6843,39736
6844,39737
10038,39737
6845,39738
16099,39738
7269,39741
7263,39765
10853,39765
7249,39852
16087,39852
18461,39906
3171,40000
3172,40001
3173,40002
9700,40002
3174,40003
9701,40003
3175,40004
9702,40004
3176,40005
3177,40006
3178,40007
3322,40008
3319,40009
3334,40011
3335,40013
16708,40015
18325,40018
4443,40020
4444,40021
4897,40023
4722,40027
5314,40028
18148,40038
18152,40038
12223,40059
17583,40089
17690,40089
11813,40103
12867,40103
18106,40113
17605,40121
17600,40130
17710,40130
16545,40138
16632,40138
17592,40153
17699,40153
15434,40155
16540,40156
16642,40156
17581,40205
17689,40205
6541,40236
10009,40236
17611,40240
17610,40260
10936,40282
18333,40284
8909,40287
16970,40295
17331,40295
15313,40330
8949,40381
7410,40411
12900,40411
11845,40421
17327,40421
17233,40437
17679,40437
13934,40484
7379,40490
12051,40490
15433,40506
12222,40537
13122,40594
15228,40600
6536,40652
10005,40652
18329,40654
10934,40675
6609,40721
10024,40721
16542,40742
16629,40742
16983,40746
17341,40746
18330,40747
17618,40751
16982,40752
17340,40752
17597,40799
17707,40799
10245,40803
16508,40803
8911,40842
7411,40843
13123,40847
12226,40879
16291,40908
8098,40913
12873,40913
16620,40933
17649,40933
6420,40962
8955,40971
16512,40971
14355,41046
17644,41046
16547,41053
16633,41053
13943,41140
12879,41147
12896,41147
13118,41180
14222,41203
16581,41203
7152,41237
10080,41237
16541,41249
16627,41249
17297,41297
18113,41308
16706,41313
13940,41319
16976,41321
17336,41321
17580,41349
17688,41349
14033,41435
14328,41435
17601,41450
17711,41450
18105,41453
18116,41453
15231,41494
14032,41518
14327,41518
15429,41615
16978,41623
17393,41623
15234,41682
14054,41779
17299,41792
13874,41830
16505,41830
16619,41848
17703,41848
8095,41904
12878,41904
16979,41911
17337,41911
16971,41916
15432,41940
11955,42001
12870,42001
8959,42043
16510,42043
15230,42059
18108,42099
14429,42133
16477,42133
17615,42157
16713,42164
17315,42164
8094,42172
12877,42172
8913,42174
13935,42176
10935,42177
16534,42182
16644,42182
16529,42183
17713,42183
10937,42190
14053,42210
16530,42216
16636,42216
17585,42250
17692,42250
13125,42263
6178,42292
12865,42292
15950,42311
15224,42314
16503,42314
18327,42325
14431,42346
16485,42346
17235,42375
17681,42375
7624,42380
16617,42383
16628,42383
16973,42397
17332,42397
8960,42400
16511,42400
18169,42417
17598,42533
17708,42533
17588,42562
17695,42562
16980,42569
17338,42569
8418,42590
16578,42590
14025,42610
14320,42610
14048,42623
12888,42628
14059,42665
14353,42665
16700,42671
18328,42681
14052,42707
12893,42736
14008,42759
14307,42759
14009,42765
15235,42830
16548,42923
17647,42923
12880,42937
12895,42937
13215,42938
17256,42938
8838,42959
17642,42959
6319,42975
18150,42996
18153,42996
382,43004
1041,43012
1040,43013
1042,43014
1050,43015
9537,43015
1049,43016
9536,43016
1048,43017
9535,43017
1277,43018
1275,43019
1037,43020
1280,43021
1278,43022
1279,43023
1276,43024
1036,43025
2444,43026
2425,43027
18086,43027
18087,43027
1046,43028
12860,43028
1047,43029
1043,43030
1045,43031
12861,43031
1044,43032
2557,43033
2559,43034
1274,43035
2560,43036
1555,43037
16490,43037
1558,43038
16489,43038
1283,43039
1282,43040
16491,43040
1560,43041
1559,43042
10503,43042
1561,43043
10504,43043
1556,43044
1557,43045
1566,43046
1567,43047
2491,43048
819,43049
2490,43050
2492,43051
1569,43052
1565,43053
1564,43054
1563,43055
1580,43056
1579,43057
2489,43058
1572,43059
2499,43060
2500,43061
1080,43062
1571,43063
1573,43064
2487,43065
1574,43066
2502,43067
2498,43068
1576,43069
820,43070
2488,43071
1577,43072
1575,43073
2501,43074
2503,43075
2635,43076
1294,43077
10472,43077
1291,43078
10469,43078
1289,43079
10467,43079
1287,43080
10465,43080
1290,43081
10468,43081
1288,43082
10466,43082
1295,43083
10473,43083
1285,43084
10463,43084
1292,43085
10470,43085
1286,43086
10464,43086
1293,43087
10471,43087
1284,43088
10462,43088
1578,43089
1281,43090
2753,43091
2558,43092
2772,43093
2773,43094
2774,43095
2775,43096
2818,43097
2776,43098
2777,43099
2778,43100
2779,43101
2780,43102
2781,43103
2782,43104
2783,43105
2784,43106
2785,43107
2786,43108
2787,43109
2788,43110
2789,43111
2790,43112
2791,43113
2792,43114
2793,43115
2794,43116
2795,43117
2796,43118
16595,43118
2797,43119
2798,43120
16596,43120
2799,43121
16597,43121
2804,43122
2805,43123
2806,43124
17330,43124
2800,43125
9645,43125
2801,43126
9646,43126
2802,43127
9647,43127
2803,43128
9648,43128
2807,43129
2808,43130
9649,43130
2809,43131
9650,43131
2810,43132
9651,43132
2811,43133
9652,43133
2819,43134
2820,43135
2821,43136
2822,43137
2823,43138
2824,43139
2825,43140
2830,43141
2832,43142
2834,43143
3199,43144
16513,43144
3198,43145
16516,43145
3197,43146
16517,43146
3196,43147
16518,43147
17930,43147
3200,43148
16514,43148
3201,43149
16515,43149
3506,43150
3573,43151
3575,43152
3574,43153
3656,43154
3657,43155
17936,43155
3658,43156
3659,43157
16488,43157
3676,43158
3714,43159
16549,43159
3783,43160
3784,43161
3813,43162
3814,43163
3817,43164
3821,43165
3822,43166
3823,43167
3824,43168
3861,43169
9738,43169
3864,43170
9741,43170
3862,43171
9739,43171
3863,43172
9740,43172
3870,43173
3869,43174
4027,43175
9762,43175
4668,43176
4669,43177
4670,43178
4671,43179
4028,43184
9763,43184
4038,43185
3989,43186
4031,43187
4030,43189
4029,43190
4422,43192
4201,43193
4200,43194
4202,43195
4203,43196
4579,43197
3245,43200
12859,43200
3244,43201
3241,43202
12862,43202
3310,43203
3311,43204
1038,43205
1039,43206
3452,43207
4077,43208
4076,43209
4079,43210
4078,43211
4664,43212
14316,43212
4665,43213
9808,43213
4666,43214
9809,43214
4667,43215
9810,43215
4843,43216
4827,43217
4826,43218
4825,43219
4824,43220
4790,43221
4789,43222
4787,43223
4786,43224
4785,43225
4753,43226
4752,43227
4751,43228
4750,43229
4788,43230
4749,43231
4748,43232
4747,43233
4746,43234
4745,43235
4732,43236
4731,43237
4730,43238
4729,43239
4728,43240
4727,43241
4724,43242
4725,43243
4726,43244
4880,43245
9827,43245
4881,43246
9828,43246
4882,43247
9829,43247
4883,43248
9830,43248
4884,43249
9831,43249
4885,43250
9832,43250
4886,43251
9833,43251
4887,43252
10677,43252
4888,43253
10678,43253
4889,43254
10679,43254
4926,43255
4934,43256
4935,43257
4936,43258
4937,43259
4938,43260
4941,43261
4942,43262
4943,43263
4944,43264
4974,43265
4975,43266
5003,43267
16594,43267
5095,43268
5096,43269
5141,43270
5142,43271
5157,43272
16575,43272
5158,43273
16576,43273
5159,43274
16577,43274
5275,43275
5276,43276
5537,43277
5538,43278
5539,43279
5540,43280
5541,43281
5736,43282
6107,43283
6108,43284
12887,43335
13117,43370
16292,43397
8912,43412
16981,43450
17339,43450
18170,43480
18335,43485
18397,43485
14014,43503
14312,43503
14910,43628
17609,43671
17737,43677
8096,43693
12876,43693
17298,43712
17764,43712
17612,43729
18110,43739
17736,43758
14435,43761
16484,43761
7416,43779
8944,43813
12049,43813
13939,43828
14280,43828
14013,43834
14311,43834
13124,43856
8420,43864
16580,43864
16975,43907
17335,43907
6540,43952
10008,43952
15246,43959
14019,43991
8419,43996
16579,43996
12889,44022
16300,44032
16622,44037
17648,44037
17236,44066
17682,44066
12886,44195
17646,44195
6407,44210
7417,44254
17735,44286
17738,44298
7412,44312
13119,44313
16702,44319
15244,44327
18322,44329
15622,4436
9285,44431
16709,44439
17319,44439
18693,44510
18696,44510
14947,44530
16573,44530
13126,44549
16537,44562
16639,44562
7626,44568
17296,44584
17714,44584
14948,44639
16572,44639
14018,44640
6278,44650
16574,44650
17614,44664
13875,44669
16504,44669
15242,44717
18326,44726
16538,44741
16640,44741
8873,44769
6176,44770
11504,44771
11505,44772
11506,44773
14436,44776
16481,44776
8401,44780
7164,44781
17617,44815
18172,44841
8951,44907
12053,44907
6538,44972
10006,44972
17368,44991
15314,45014
13120,45019
13942,45038
15945,45115
12224,45131
16984,45136
17342,45136
7165,45159
7162,45168
8839,45169
12495,45169
18107,45191
14028,45217
14323,45217
8914,45297
14061,45305
6539,45331
10007,45331
4352,4534342
4354,4535432
4355,4535435
16703,45381
14433,45383
16482,45383
16532,45401
17650,45401
15315,45412
7381,45420
12055,45420
17732,45429
17608,45432
16701,45437
15232,45438
16290,45478
7384,45519
17641,45519
6607,45538
10022,45538
17584,45550
17691,45550
8946,45552
12048,45552
14065,45554
8086,45563
7409,45621
14066,45643
10938,45644
17313,45677
17314,45677
18331,45704
18151,45714
6534,45731
10003,45731
15346,45749
6179,45752
12864,45752
14011,45759
14309,45759
6175,45763
12868,45763
17577,45774
17765,45774
12221,45793
17587,45807
17694,45807
8100,45853
12872,45853
17590,45866
17697,45866
12881,45873
12898,45873
15233,45881
16714,45882
17318,45882
16546,45901
17715,45901
17606,45914
16765,45921
17307,45921
6606,45962
10021,45962
15243,46010
17739,46032
6535,46057
10004,46057
13809,46117
16533,46121
16643,46121
8950,46179
12869,46179
14432,46182
16486,46182
15430,46207
13877,46240
16507,46240
14024,46279
14319,46279
13121,46321
11847,46330
17329,46330
9284,46379
16760,46380
17308,46380
15345,46395
13128,46432
17613,46449
14058,46468
7153,46504
8097,46545
12871,46545
8084,46559
14030,46573
14325,46573
14026,46635
14321,46635
12217,46641
16969,46661
8099,46667
12874,46667
15312,46729
15247,46733
6177,46743
12866,46743
16977,46766
17616,46809
16705,46823
11814,46825
16487,46825
17602,46904
17712,46904
15225,46927
16500,46927
18111,46967
15249,46983
15229,47018
14016,47019
14314,47019
17595,47035
17705,47035
17734,47048
12883,47053
12899,47053
16544,47056
16631,47056
17596,47103
17706,47103
18694,47130
18695,47130
14047,47163
7383,47176
12052,47176
12220,47197
16536,47240
16646,47240
12228,47242
18109,47283
7382,47286
12054,47286
8910,47303
16707,47320
6543,47337
14911,47373
14027,47385
14322,47385
14062,47426
11809,47427
16712,47493
17317,47493
7625,47530
16710,47583
17320,47583
12891,47595
13876,47632
16506,47632
17578,47635
17766,47635
13129,47648
13938,47665
14029,47670
14324,47670
16621,47676
17702,47676
12890,47705
15245,47740
12882,47758
12897,47758
17589,47775
17696,47775
16299,47797
17582,47811
17767,47811
17325,47818
17685,47818
18323,47822
10244,47849
16509,47849
13216,47877
17257,47877
16531,47911
16637,47911
8945,47914
17719,47914
8083,47920
18403,47939
17326,47952
17686,47952
8093,47955
12875,47955
17599,47970
17709,47970
15248,47981
14064,47990
13941,48019
17373,48075
7380,48089
12050,48089
16704,48092
18395,48110
15223,48111
16502,48111
14430,48161
16480,48161
6533,48171
10002,48171
12884,48202
12901,48202
16289,48203
12894,48222
14354,48224
17643,48224
6608,48228
10023,48228
17594,48230
17701,48230
16974,48231
17333,48231
14063,48240
12218,48250
17234,48341
17680,48341
18402,48352
16298,48382
12885,48386
17645,48386
7414,48421
16972,48429
17394,48429
14031,48430
14326,48430
7163,48457
6180,48513
12863,48513
12227,48526
16535,48540
16645,48540
6181,48568
13933,48591
18171,48599
14428,48606
16479,48606
16539,48613
16641,48613
18104,48622
18115,48622
13127,48624
16543,48646
16630,48646
16711,48647
17316,48647
18396,48709
13932,48716
12225,48736
6537,48738
16550,48738
14017,48757
14315,48757
14060,48760
17310,48760
11846,48797
17328,48797
14434,48836
16483,48836
16699,48842
17311,48842
8947,48844
17718,48844
14012,48902
14310,48902
6406,48936
15344,48937
7331,48963
12892,48987
18334,49012
17300,49018
17763,49018
14015,49052
14313,49052
8958,49088
17717,49088
17323,49097
17683,49097
18303,49107
18114,49122
18112,49180
18324,49196
6405,49225
13936,49228
7415,49288
17374,49334
18321,49383
14057,49408
12216,49453
14056,49455
12229,49460
18404,49486
13937,49492
17607,49540
8085,49546
17591,49554
17698,49554
13931,49611
13808,49661
6542,49676
10010,49676
15226,49690
16501,49690
14010,49706
14308,49706
17579,49721
17687,49721
8948,49784
7413,49813
15227,49818
17334,49818
17733,49828
18149,49853
18154,49853
17586,49858
17693,49858
1205,49887
17593,49915
17700,49915
18332,49919
16297,49939
17324,49949
17684,49949
12219,49982
18488,49982
8385,50000
4423,50001
4427,50002
4440,50003
4445,50004
4446,50005
4447,50006
4448,50007
11575,50007
4449,50008
4475,50009
4478,50010
4479,50011
